TXNAME	GENEID
XM_002181237.1	PHATRDRAFT_47218
XM_002181417.1	PHATRDRAFT_37367
XM_002181238.1	PHATRDRAFT_37368
XM_002181239.1	PHATRDRAFT_42116
XM_002181418.1	PHATRDRAFT_28577
XM_002181240.1	PHATRDRAFT_37371
XM_002181419.1	PHATRDRAFT_37372
XM_002181420.1	PHATRDRAFT_47222
XM_002181241.1	PHATRDRAFT_47223
XM_002181421.1	PHATRDRAFT_47224
XM_002181422.1	PHATRDRAFT_47226
XM_002181242.1	PHATRDRAFT_47227
XM_002181423.1	PHATRDRAFT_21455
XM_002181424.1	PHATRDRAFT_47229
XM_002181243.1	PHATRDRAFT_47230
XM_002181244.1	PHATRDRAFT_47231
XM_002181245.1	PHATRDRAFT_47232
XM_002181425.1	PHATRDRAFT_47233
XM_002181426.1	PHATRDRAFT_47234
XM_002181427.1	PHATRDRAFT_47235
XM_002181428.1	PHATRDRAFT_47237
XM_002181246.1	PHATRDRAFT_21456
XM_002181429.1	PHATRDRAFT_47239
XM_002181430.1	PHATRDRAFT_47240
XM_002181431.1	PHATRDRAFT_54708
XM_002181612.1	PHATRDRAFT_37393
XM_002181432.1	PHATRDRAFT_47242
XM_002181433.1	PHATRDRAFT_47243
XM_002181434.1	PHATRDRAFT_47245
XM_002181613.1	PHATRDRAFT_47246
XM_002181435.1	PHATRDRAFT_37399
XM_002181436.1	PHATRDRAFT_37400
XM_002181437.1	PHATRDRAFT_37401
XM_002181614.1	PHATRDRAFT_37402
XM_002181438.1	PHATRDRAFT_37403
XM_002181615.1	PHATRDRAFT_37404
XM_002181439.1	PHATRDRAFT_37405
XM_002181616.1	PHATRDRAFT_37406
XM_002181440.1	PHATRDRAFT_47247
XM_002181617.1	PHATRDRAFT_37408
XM_002181618.1	PHATRDRAFT_54709
XM_002181619.1	PHATRDRAFT_47249
XM_002181441.1	PHATRDRAFT_47250
XM_002181620.1	PHATRDRAFT_28585
XM_002181442.1	PHATRDRAFT_47252
XM_002181621.1	PHATRDRAFT_47253
XM_002181443.1	PHATRDRAFT_47254
XM_002181622.1	PHATRDRAFT_47255
XM_002181444.1	PHATRDRAFT_37417
XM_002181623.1	PHATRDRAFT_47256
XM_002181445.1	PHATRDRAFT_37419
XM_002181446.1	PHATRDRAFT_47257
XM_002181624.1	PHATRDRAFT_47258
XM_002181447.1	PHATRDRAFT_54710
XM_002181625.1	PHATRDRAFT_47259
XM_002181448.1	PHATRDRAFT_8524
XM_002181449.1	PHATRDRAFT_47260
XM_002181626.1	PHATRDRAFT_37425
XM_002181450.2	PHATRDRAFT_52198
XM_002181451.1	PHATRDRAFT_47263
XM_002181452.1	PHATRDRAFT_47264
XM_002181627.1	PHATRDRAFT_47265
XM_002181628.1	PHATRDRAFT_14145
XM_002181453.1	PHATRDRAFT_52200
XM_002181454.1	PHATRDRAFT_47268
XM_002181629.1	PHATRDRAFT_47270
XM_002181630.1	PHATRDRAFT_47271
XM_002181631.1	PHATRDRAFT_37436
XM_002181632.1	PHATRDRAFT_21485
XM_002181455.1	PHATRDRAFT_47273
XM_002181456.1	PHATRDRAFT_54718
XM_002181633.1	PHATRDRAFT_37440
XM_002181457.1	PHATRDRAFT_37441
XM_002181458.1	PHATRDRAFT_47275
XM_002181459.1	PHATRDRAFT_37443
XM_002181634.1	PHATRDRAFT_47276
XM_002181460.1	PHATRDRAFT_47277
XM_002181461.1	PHATRDRAFT_7923
XM_002181635.1	PHATRDRAFT_47278
XM_002181462.1	PHATRDRAFT_47279
XM_002181463.1	PHATRDRAFT_47280
XM_002181636.1	PHATRDRAFT_47281
XM_002181464.1	PHATRDRAFT_47282
XM_002181637.1	PHATRDRAFT_37452
XM_002181465.1	PHATRDRAFT_47283
XM_002181638.1	PHATRDRAFT_14143
XM_002181639.1	PHATRDRAFT_47285
XM_002181466.1	PHATRDRAFT_37456
XM_002181467.1	PHATRDRAFT_14002
XM_002181468.1	PHATRDRAFT_47287
XM_002181640.1	PHATRDRAFT_37459
XM_002181641.1	PHATRDRAFT_37460
XM_002181642.1	PHATRDRAFT_47289
XM_002181469.1	PHATRDRAFT_47290
XM_002181470.1	PHATRDRAFT_37463
XM_002181643.1	PHATRDRAFT_47291
XM_002181471.1	PHATRDRAFT_28620
XM_002181644.1	PHATRDRAFT_37466
XM_002181472.1	PHATRDRAFT_47293
XM_002181473.1	PHATRDRAFT_37468
XM_002181474.1	PHATRDRAFT_47294
XM_002181645.1	PHATRDRAFT_7649
XM_002181475.1	PHATRDRAFT_47296
XM_002181646.1	PHATRDRAFT_47297
XM_002181476.1	PHATRDRAFT_47298
XM_002181647.1	PHATRDRAFT_47300
XM_002181648.1	PHATRDRAFT_21501
XM_002181477.1	PHATRDRAFT_13951
XM_002181478.1	PHATRDRAFT_54721
XM_002181649.1	PHATRDRAFT_14125
XM_002181479.1	PHATRDRAFT_47306
XM_002181480.1	PHATRDRAFT_37482
XM_002181650.1	PHATRDRAFT_42123
XM_002181651.1	PHATRDRAFT_37484
XM_002181481.1	PHATRDRAFT_47310
XM_002181482.1	PHATRDRAFT_21513
XM_002181483.1	PHATRDRAFT_55890
XM_002181484.1	PHATRDRAFT_47314
XM_002181652.1	PHATRDRAFT_47315
XM_002181485.1	PHATRDRAFT_47316
XM_002181653.1	PHATRDRAFT_37492
XM_002181486.1	PHATRDRAFT_37493
XM_002181654.1	PHATRDRAFT_13855
XM_002181655.1	PHATRDRAFT_28652
XM_002181656.1	PHATRDRAFT_3295
XM_002181657.1	PHATRDRAFT_37497
XM_002181487.1	PHATRDRAFT_8461
XM_002181658.1	PHATRDRAFT_47322
XM_002181659.1	PHATRDRAFT_47323
XM_002181660.1	PHATRDRAFT_47324
XM_002181488.1	PHATRDRAFT_47325
XM_002181661.1	PHATRDRAFT_47326
XM_002181489.1	PHATRDRAFT_47327
XM_002181662.1	PHATRDRAFT_47328
XM_002181490.1	PHATRDRAFT_47329
XM_002181663.1	PHATRDRAFT_47331
XM_002181491.1	PHATRDRAFT_37509
XM_002181492.1	PHATRDRAFT_47332
XM_002181664.1	PHATRDRAFT_47334
XM_002181665.1	PHATRDRAFT_47335
XM_002181493.1	PHATRDRAFT_37514
XM_002181494.1	PHATRDRAFT_47336
XM_002181666.1	PHATRDRAFT_47337
XM_002181495.1	PHATRDRAFT_47338
XM_002181667.1	PHATRDRAFT_42126
XM_002181668.1	PHATRDRAFT_37519
XM_002181669.1	PHATRDRAFT_37520
XM_002181670.1	PHATRDRAFT_37521
XM_002181496.1	PHATRDRAFT_52208
XM_002181497.1	PHATRDRAFT_37523
XM_002181498.1	PHATRDRAFT_37524
XM_002181671.1	PHATRDRAFT_37525
XM_002181499.1	PHATRDRAFT_47341
XM_002181500.1	PHATRDRAFT_21535
XM_002181672.1	PHATRDRAFT_54726
XM_002181673.1	PHATRDRAFT_47345
XM_002181501.1	PHATRDRAFT_47346
XM_002181674.1	PHATRDRAFT_37532
XM_002181675.1	PHATRDRAFT_37533
XM_002181502.1	PHATRDRAFT_47347
XM_002181676.1	PHATRDRAFT_47348
XM_002181503.1	PHATRDRAFT_47349
XM_002181504.1	PHATRDRAFT_47350
XM_002181505.1	PHATRDRAFT_47351
XM_002181506.1	PHATRDRAFT_47352
XM_002181677.1	PHATRDRAFT_47353
XM_002181678.1	PHATRDRAFT_21538
XM_002181507.1	PHATRDRAFT_51055
XM_002181508.1	PHATRDRAFT_47357
XM_002181509.1	PHATRDRAFT_37545
XM_002181510.1	PHATRDRAFT_47358
XM_002181679.1	PHATRDRAFT_37547
XM_002181511.1	PHATRDRAFT_47359
XM_002181680.1	PHATRDRAFT_37549
XM_002181681.1	PHATRDRAFT_47360
XM_002181682.1	PHATRDRAFT_47361
XM_002181512.1	PHATRDRAFT_21543
XM_002181683.1	PHATRDRAFT_47363
XM_002181513.1	PHATRDRAFT_13897
XM_002181514.1	PHATRDRAFT_47364
XM_002181684.1	PHATRDRAFT_37556
XM_002181515.1	PHATRDRAFT_47365
XM_002181685.1	PHATRDRAFT_21548
XM_002181686.1	PHATRDRAFT_47367
XM_002181687.1	PHATRDRAFT_13921
XM_002181516.1	PHATRDRAFT_2037
XM_002181688.1	PHATRDRAFT_47369
XM_002181517.1	PHATRDRAFT_37562
XM_002181689.1	PHATRDRAFT_47370
XM_002181518.1	PHATRDRAFT_47371
XM_002181690.1	PHATRDRAFT_14003
XM_002181519.1	PHATRDRAFT_47373
XM_002181520.1	PHATRDRAFT_37567
XM_002181691.1	PHATRDRAFT_47374
XM_002181521.1	PHATRDRAFT_37569
XM_002181692.1	PHATRDRAFT_21557
XM_002181522.1	PHATRDRAFT_37571
XM_002181693.1	PHATRDRAFT_37572
XM_002181523.1	PHATRDRAFT_28684
XM_002181524.1	PHATRDRAFT_37575
XM_002181694.1	PHATRDRAFT_47378
XM_002181525.1	PHATRDRAFT_51058
XM_002181695.1	PHATRDRAFT_37578
XM_002181526.1	PHATRDRAFT_37579
XM_002181527.1	PHATRDRAFT_37580
XM_002181528.1	PHATRDRAFT_28689
XM_002181696.1	PHATRDRAFT_28694
XM_002181529.1	PHATRDRAFT_37583
XM_002181697.1	PHATRDRAFT_47382
XM_002181698.1	PHATRDRAFT_37585
XM_002181699.1	PHATRDRAFT_47383
XM_002181530.1	PHATRDRAFT_47384
XM_002181531.1	PHATRDRAFT_37588
XM_002181532.1	PHATRDRAFT_14068
XM_002181700.1	PHATRDRAFT_37590
XM_002181533.1	PHATRDRAFT_54730
XM_002181701.1	PHATRDRAFT_47387
XM_002181534.1	PHATRDRAFT_47388
XM_002181702.1	PHATRDRAFT_47389
XM_002181703.1	PHATRDRAFT_37595
XM_002181535.1	PHATRDRAFT_37596
XM_002181704.1	PHATRDRAFT_47390
XM_002181536.1	PHATRDRAFT_14032
XM_002181705.1	PHATRDRAFT_47392
XM_002181537.1	PHATRDRAFT_47393
XM_002181706.1	PHATRDRAFT_54731
XM_002181707.1	PHATRDRAFT_37602
XM_002181708.1	PHATRDRAFT_47395
XM_002181538.1	PHATRDRAFT_13890
XM_002181709.1	PHATRDRAFT_47396
XM_002181539.1	PHATRDRAFT_47397
XM_002181710.1	PHATRDRAFT_47398
XM_002181540.1	PHATRDRAFT_37608
XM_002181541.1	PHATRDRAFT_47400
XM_002181711.1	PHATRDRAFT_47401
XM_002181542.1	PHATRDRAFT_47402
XM_002181712.1	PHATRDRAFT_47403
XM_002181543.1	PHATRDRAFT_47404
XM_002181713.1	PHATRDRAFT_37614
XM_002181544.1	PHATRDRAFT_37615
XM_002181714.1	PHATRDRAFT_47406
XM_002181545.1	PHATRDRAFT_47407
XM_002181715.1	PHATRDRAFT_47408
XM_002181716.1	PHATRDRAFT_21592
XM_002181546.1	PHATRDRAFT_47410
XM_002181547.1	PHATRDRAFT_14067
XM_002181717.1	PHATRDRAFT_47412
XM_002181718.1	PHATRDRAFT_47413
XM_002181548.1	PHATRDRAFT_14090
XM_002181719.1	PHATRDRAFT_28723
XM_002181549.1	PHATRDRAFT_52223
XM_002181720.1	PHATRDRAFT_47416
XM_002181550.1	PHATRDRAFT_47417
XM_002181551.1	PHATRDRAFT_47418
XM_002181721.1	PHATRDRAFT_28730
XM_002181722.1	PHATRDRAFT_37632
XM_002181552.1	PHATRDRAFT_47420
XM_002181723.1	PHATRDRAFT_21608
XM_002181553.1	PHATRDRAFT_47422
XM_002181554.1	PHATRDRAFT_37636
XM_002181724.1	PHATRDRAFT_47423
XM_002181555.1	PHATRDRAFT_13994
XM_002181725.1	PHATRDRAFT_54738
XM_002181726.1	PHATRDRAFT_47425
XM_002181556.1	PHATRDRAFT_47426
XM_002181557.1	PHATRDRAFT_28737
XM_002181727.1	PHATRDRAFT_47428
XM_002181558.1	PHATRDRAFT_28743
XM_002181728.1	PHATRDRAFT_47430
XM_002181559.1	PHATRDRAFT_47431
XM_002181560.1	PHATRDRAFT_47432
XM_002181729.1	PHATRDRAFT_37648
XM_002181561.1	PHATRDRAFT_47434
XM_002181730.1	PHATRDRAFT_3267
XM_002181562.1	PHATRDRAFT_47436
XM_002181731.1	PHATRDRAFT_37652
XM_002181563.1	PHATRDRAFT_2394
XM_002181732.1	PHATRDRAFT_47439
XM_002181564.1	PHATRDRAFT_37655
XM_002181565.1	PHATRDRAFT_54743
XM_002181733.1	PHATRDRAFT_14149
XM_002181566.1	PHATRDRAFT_37658
XM_002181734.1	PHATRDRAFT_37659
XM_002181567.1	PHATRDRAFT_14103
XM_002181735.1	PHATRDRAFT_14096
XM_002181736.1	PHATRDRAFT_47445
XM_002181737.1	PHATRDRAFT_47446
XM_002181568.1	PHATRDRAFT_47447
XM_002181738.1	PHATRDRAFT_47448
XM_002181569.1	PHATRDRAFT_47449
XM_002181739.1	PHATRDRAFT_37667
XM_002181740.1	PHATRDRAFT_14064
XM_002181741.1	PHATRDRAFT_13987
XM_002181742.1	PHATRDRAFT_37671
XM_002181570.1	PHATRDRAFT_47453
XM_002181571.1	PHATRDRAFT_37674
XM_002181743.1	PHATRDRAFT_6789
XM_002181572.1	PHATRDRAFT_47457
XM_002181744.1	PHATRDRAFT_47458
XM_002181573.1	PHATRDRAFT_14138
XM_002181745.1	PHATRDRAFT_13975
XM_002181574.1	PHATRDRAFT_13922
XM_002181746.1	PHATRDRAFT_37681
XM_002181747.1	PHATRDRAFT_47461
XM_002181575.1	PHATRDRAFT_47462
XM_002181748.1	PHATRDRAFT_13931
XM_002181576.1	PHATRDRAFT_47463
XM_002181577.1	PHATRDRAFT_51066
XM_002181749.1	PHATRDRAFT_47465
XM_002181578.1	PHATRDRAFT_37687
XM_002181750.1	PHATRDRAFT_21659
XM_002181751.1	PHATRDRAFT_37689
XM_002181752.1	PHATRDRAFT_47467
XM_002181753.1	PHATRDRAFT_47468
XM_002181754.1	PHATRDRAFT_47469
XM_002181579.1	PHATRDRAFT_47471
XM_002181580.1	PHATRDRAFT_47472
XM_002181755.1	PHATRDRAFT_47473
XM_002181581.1	PHATRDRAFT_21660
XM_002181582.1	PHATRDRAFT_47477
XM_002181756.1	PHATRDRAFT_21664
XM_002181583.1	PHATRDRAFT_21667
XM_002181757.1	PHATRDRAFT_37703
XM_002181584.1	PHATRDRAFT_28794
XM_002181758.1	PHATRDRAFT_28797
XM_002181585.1	PHATRDRAFT_47483
XM_002181586.1	PHATRDRAFT_47484
XM_002181759.1	PHATRDRAFT_47485
XM_002181760.1	PHATRDRAFT_13894
XM_002181587.1	PHATRDRAFT_14054
XM_002181761.1	PHATRDRAFT_37711
XM_002181762.1	PHATRDRAFT_47489
XM_002181763.1	PHATRDRAFT_21682
XM_002181588.1	PHATRDRAFT_37714
XM_002181764.1	PHATRDRAFT_47491
XM_002181589.1	PHATRDRAFT_47492
XM_002181765.1	PHATRDRAFT_54748
XM_002181590.1	PHATRDRAFT_47494
XM_002181591.1	PHATRDRAFT_37719
XM_002181592.1	PHATRDRAFT_47495
XM_002181593.1	PHATRDRAFT_8111
XM_002181766.1	PHATRDRAFT_47496
XM_002181767.1	PHATRDRAFT_47497
XM_002181768.1	PHATRDRAFT_37723
XM_002181594.1	PHATRDRAFT_47498
XM_002181769.1	PHATRDRAFT_1199
XM_002181770.1	PHATRDRAFT_13864
XM_002181771.2	PHATRDRAFT_54749
XM_002181772.1	PHATRDRAFT_37726
XM_002181773.1	PHATRDRAFT_37727
XM_002181774.1	PHATRDRAFT_28818
XM_002181595.1	PHATRDRAFT_1457
XM_002181775.1	PHATRDRAFT_47502
XM_002181596.1	PHATRDRAFT_37731
XM_002181597.1	PHATRDRAFT_47503
XM_002181598.1	PHATRDRAFT_47504
XM_002181776.1	PHATRDRAFT_37734
XM_002181599.1	PHATRDRAFT_47505
XM_002181600.1	PHATRDRAFT_54751
XM_002181777.1	PHATRDRAFT_14084
XM_002181601.1	PHATRDRAFT_37738
XM_002181778.1	PHATRDRAFT_13944
XM_002181602.1	PHATRDRAFT_37740
XM_002181779.1	PHATRDRAFT_13856
XM_002181603.1	PHATRDRAFT_28833
XM_002181780.1	PHATRDRAFT_37743
XM_002181781.1	PHATRDRAFT_47510
XM_002181604.1	PHATRDRAFT_28841
XM_002181782.1	PHATRDRAFT_47512
XM_002181605.1	PHATRDRAFT_47513
XM_002181606.1	PHATRDRAFT_47514
XM_002181783.1	PHATRDRAFT_37749
XM_002181607.1	PHATRDRAFT_47516
XM_002181784.1	PHATRDRAFT_37751
XM_002181608.1	PHATRDRAFT_47517
XM_002181609.1	PHATRDRAFT_47518
XM_002181610.1	PHATRDRAFT_47520
XM_002181785.1	PHATRDRAFT_37756
XM_002181611.1	PHATRDRAFT_47521
XM_002181786.1	PHATRDRAFT_37758
XM_002181947.1	PHATRDRAFT_54754
XM_002181787.1	PHATRDRAFT_47523
XM_002181788.1	PHATRDRAFT_37761
XM_002181789.1	PHATRDRAFT_47524
XM_002181790.1	PHATRDRAFT_47526
XM_002181791.1	PHATRDRAFT_37765
XM_002181948.1	PHATRDRAFT_47527
XM_002181949.1	PHATRDRAFT_47528
XM_002181792.1	PHATRDRAFT_47529
XM_002181950.1	PHATRDRAFT_37769
XM_002181951.1	PHATRDRAFT_47530
XM_002181793.1	PHATRDRAFT_47531
XM_002181952.1	PHATRDRAFT_54756
XM_002181953.1	PHATRDRAFT_47533
XM_002181794.1	PHATRDRAFT_37774
XM_002181795.1	PHATRDRAFT_47534
XM_002181796.1	PHATRDRAFT_47535
XM_002181797.1	PHATRDRAFT_47536
XM_002181954.1	PHATRDRAFT_54757
XM_002181955.1	PHATRDRAFT_37779
XM_002181798.1	PHATRDRAFT_47538
XM_002181799.1	PHATRDRAFT_52248
XM_002181800.1	PHATRDRAFT_47541
XM_002181956.1	PHATRDRAFT_47542
XM_002181801.1	PHATRDRAFT_47543
XM_002181957.1	PHATRDRAFT_47544
XM_002181958.1	PHATRDRAFT_37787
XM_002181802.1	PHATRDRAFT_47545
XM_002181803.1	PHATRDRAFT_47546
XM_002181959.1	PHATRDRAFT_47547
XM_002181804.1	PHATRDRAFT_47548
XM_002181805.1	PHATRDRAFT_37792
XM_002181960.1	PHATRDRAFT_37793
XM_002181806.1	PHATRDRAFT_47550
XM_002181961.1	PHATRDRAFT_14208
XM_002181962.1	PHATRDRAFT_47552
XM_002181963.1	PHATRDRAFT_47553
XM_002181807.2	PHATRDRAFT_54760
XM_002181964.1	PHATRDRAFT_47555
XM_002181808.1	PHATRDRAFT_2087
XM_002181809.1	PHATRDRAFT_47557
XM_002181810.1	PHATRDRAFT_47558
XM_002181811.1	PHATRDRAFT_56446
XM_002181965.1	PHATRDRAFT_47560
XM_002181812.1	PHATRDRAFT_47561
XM_002181966.1	PHATRDRAFT_47562
XM_002181967.1	PHATRDRAFT_47563
XM_002181813.1	PHATRDRAFT_37808
XM_002181968.1	PHATRDRAFT_47564
XM_002181969.1	PHATRDRAFT_47565
XM_002181814.1	PHATRDRAFT_37811
XM_002181815.1	PHATRDRAFT_21736
XM_002181970.1	PHATRDRAFT_47567
XM_002181816.1	PHATRDRAFT_5811
XM_002181971.1	PHATRDRAFT_56519
XM_021483174.1	PHATRDRAFT_56519
XM_002181973.1	PHATRDRAFT_47569
XM_002181974.1	PHATRDRAFT_47570
XM_002181817.1	PHATRDRAFT_47571
XM_002181818.1	PHATRDRAFT_47572
XM_002181975.1	PHATRDRAFT_47573
XM_002181819.1	PHATRDRAFT_47574
XM_002181976.1	PHATRDRAFT_47575
XM_002181820.1	PHATRDRAFT_47576
XM_002181977.1	PHATRDRAFT_47577
XM_002181978.1	PHATRDRAFT_47578
XM_002181979.1	PHATRDRAFT_47579
XM_002181821.1	PHATRDRAFT_37827
XM_002181822.1	PHATRDRAFT_21744
XM_002181980.1	PHATRDRAFT_14380
XM_002181823.1	PHATRDRAFT_47583
XM_002181824.1	PHATRDRAFT_47585
XM_002181981.1	PHATRDRAFT_47586
XM_002181982.1	PHATRDRAFT_47587
XM_002181825.1	PHATRDRAFT_37835
XM_002181826.1	PHATRDRAFT_47588
XM_002181983.1	PHATRDRAFT_37837
XM_002181827.1	PHATRDRAFT_47589
XM_002181984.1	PHATRDRAFT_47590
XM_002181985.1	PHATRDRAFT_37840
XM_002181986.1	PHATRDRAFT_47591
XM_002181987.1	PHATRDRAFT_47592
XM_002181988.1	PHATRDRAFT_37843
XM_002181989.1	PHATRDRAFT_37844
XM_002181828.1	PHATRDRAFT_37845
XM_002181829.1	PHATRDRAFT_859
XM_002181990.1	PHATRDRAFT_47593
XM_002181830.1	PHATRDRAFT_37848
XM_002181991.1	PHATRDRAFT_47594
XM_002181831.1	PHATRDRAFT_47595
XM_002181992.1	PHATRDRAFT_28874
XM_002181993.1	PHATRDRAFT_47597
XM_002181832.1	PHATRDRAFT_37853
XM_002181994.1	PHATRDRAFT_47598
XM_002181995.1	PHATRDRAFT_37855
XM_002181833.1	PHATRDRAFT_47599
XM_002181996.1	PHATRDRAFT_54765
XM_002181997.1	PHATRDRAFT_47601
XM_002181834.1	PHATRDRAFT_37859
XM_002181998.1	PHATRDRAFT_47603
XM_002181999.1	PHATRDRAFT_37861
XM_002181835.1	PHATRDRAFT_28882
XM_002182000.1	PHATRDRAFT_14180
XM_002181836.1	PHATRDRAFT_47607
XM_002182001.1	PHATRDRAFT_51073
XM_002181837.1	PHATRDRAFT_14212
XM_002182002.1	PHATRDRAFT_47610
XM_002181838.1	PHATRDRAFT_37868
XM_002181839.1	PHATRDRAFT_52260
XM_002181840.1	PHATRDRAFT_47612
XM_002182003.1	PHATRDRAFT_47613
XM_002182004.1	PHATRDRAFT_47614
XM_002182005.1	PHATRDRAFT_37873
XM_002182006.1	PHATRDRAFT_47616
XM_002181841.1	PHATRDRAFT_47617
XM_002181842.1	PHATRDRAFT_47618
XM_002181843.1	PHATRDRAFT_37877
XM_002182007.1	PHATRDRAFT_47619
XM_002181844.1	PHATRDRAFT_47620
XM_002181845.1	PHATRDRAFT_47621
XM_002181846.1	PHATRDRAFT_47622
XM_002182008.1	PHATRDRAFT_47624
XM_002182009.1	PHATRDRAFT_47625
XM_002181847.1	PHATRDRAFT_37885
XM_002182010.1	PHATRDRAFT_37886
XM_002182011.1	PHATRDRAFT_47627
XM_002182012.1	PHATRDRAFT_47628
XM_002181848.1	PHATRDRAFT_37889
XM_002181849.1	PHATRDRAFT_5235
XM_002181850.1	PHATRDRAFT_3730
XM_002182013.1	PHATRDRAFT_37891
XM_002182014.1	PHATRDRAFT_37892
XM_002182015.1	PHATRDRAFT_14191
XM_002181851.1	PHATRDRAFT_14345
XM_002182016.1	PHATRDRAFT_14255
XM_002181852.1	PHATRDRAFT_6606
XM_002181853.1	PHATRDRAFT_37898
XM_002181854.1	PHATRDRAFT_42151
XM_002182017.1	PHATRDRAFT_3834
XM_002181855.1	PHATRDRAFT_21789
XM_002182018.1	PHATRDRAFT_37902
XM_002181856.1	PHATRDRAFT_37903
XM_002182019.1	PHATRDRAFT_21791
XM_002181857.1	PHATRDRAFT_54772
XM_002182020.1	PHATRDRAFT_21794
XM_002181858.1	PHATRDRAFT_47641
XM_002181859.1	PHATRDRAFT_37908
XM_002182021.1	PHATRDRAFT_14334
XM_002181860.1	PHATRDRAFT_4956
XM_002181861.1	PHATRDRAFT_769
XM_002181862.1	PHATRDRAFT_14322
XM_002182022.1	PHATRDRAFT_47647
XM_002181863.1	PHATRDRAFT_47648
XM_002182023.1	PHATRDRAFT_37916
XM_002181864.1	PHATRDRAFT_47649
XM_002181865.1	PHATRDRAFT_37918
XM_002182024.1	PHATRDRAFT_47650
XM_002182025.1	PHATRDRAFT_14177
XM_002181866.1	PHATRDRAFT_14251
XM_002182026.1	PHATRDRAFT_14230
XM_002182027.1	PHATRDRAFT_37922
XM_002181867.1	PHATRDRAFT_47653
XM_002181868.1	PHATRDRAFT_14163
XM_002182028.1	PHATRDRAFT_28937
XM_002182029.1	PHATRDRAFT_47655
XM_002181869.1	PHATRDRAFT_47656
XM_002182030.1	PHATRDRAFT_37927
XM_002181870.1	PHATRDRAFT_47657
XM_002181871.1	PHATRDRAFT_14294
XM_002181872.1	PHATRDRAFT_52268
XM_002182031.1	PHATRDRAFT_14269
XM_002181873.1	PHATRDRAFT_14301
XM_002182032.1	PHATRDRAFT_37932
XM_002182033.1	PHATRDRAFT_21821
XM_002182034.1	PHATRDRAFT_47661
XM_002182035.1	PHATRDRAFT_54778
XM_002181874.1	PHATRDRAFT_47663
XM_002181875.1	PHATRDRAFT_47664
XM_002181876.1	PHATRDRAFT_47665
XM_002181877.1	PHATRDRAFT_47666
XM_002181878.1	PHATRDRAFT_47667
XM_002182036.1	PHATRDRAFT_37941
XM_002182037.1	PHATRDRAFT_47669
XM_002181879.2	PHATRDRAFT_47670
XM_002182038.1	PHATRDRAFT_21829
XM_002181880.1	PHATRDRAFT_47672
XM_002181881.1	PHATRDRAFT_14260
XM_002182039.1	PHATRDRAFT_47674
XM_002181882.1	PHATRDRAFT_47675
XM_002181883.1	PHATRDRAFT_37949
XM_002182040.1	PHATRDRAFT_47677
XM_002181884.1	PHATRDRAFT_47678
XM_002182041.1	PHATRDRAFT_37952
XM_002181885.1	PHATRDRAFT_1745
XM_002182042.1	PHATRDRAFT_47680
XM_002181886.1	PHATRDRAFT_5954
XM_002182043.1	PHATRDRAFT_37956
XM_002181887.1	PHATRDRAFT_37957
XM_002181888.1	PHATRDRAFT_14356
XM_002182044.1	PHATRDRAFT_37958
XM_002182045.1	PHATRDRAFT_37959
XM_002182046.1	PHATRDRAFT_37960
XM_002182047.1	PHATRDRAFT_47685
XM_002182048.1	PHATRDRAFT_47686
XM_002182049.1	PHATRDRAFT_14176
XM_002181889.1	PHATRDRAFT_37964
XM_002181890.1	PHATRDRAFT_47689
XM_002182050.1	PHATRDRAFT_47690
XM_002181891.1	PHATRDRAFT_37967
XM_002181892.1	PHATRDRAFT_14366
XM_002182051.1	PHATRDRAFT_14374
XM_002181893.1	PHATRDRAFT_14355
XM_002181894.1	PHATRDRAFT_47693
XM_002181895.1	PHATRDRAFT_47694
XM_002181896.1	PHATRDRAFT_47695
XM_002182052.1	PHATRDRAFT_28979
XM_002181897.1	PHATRDRAFT_47697
XM_002181898.1	PHATRDRAFT_47698
XM_002182053.1	PHATRDRAFT_47699
XM_002182054.1	PHATRDRAFT_37978
XM_002182055.1	PHATRDRAFT_47700
XM_002181899.1	PHATRDRAFT_47701
XM_002182056.1	PHATRDRAFT_47702
XM_002181900.1	PHATRDRAFT_47703
XM_002182057.1	PHATRDRAFT_47704
XM_002181901.1	PHATRDRAFT_47705
XM_002182058.1	PHATRDRAFT_47706
XM_002181902.1	PHATRDRAFT_28984
XM_002182059.1	PHATRDRAFT_47708
XM_002182060.1	PHATRDRAFT_47709
XM_002181903.1	PHATRDRAFT_37989
XM_002182061.1	PHATRDRAFT_47710
XM_002182062.1	PHATRDRAFT_14202
XM_002182063.1	PHATRDRAFT_47712
XM_002181904.1	PHATRDRAFT_37993
XM_002182064.1	PHATRDRAFT_47713
XM_002182065.1	PHATRDRAFT_3425
XM_002182066.1	PHATRDRAFT_47715
XM_002182067.1	PHATRDRAFT_47716
XM_002181905.1	PHATRDRAFT_47717
XM_002182068.1	PHATRDRAFT_21868
XM_002182069.1	PHATRDRAFT_14327
XM_002181906.1	PHATRDRAFT_47720
XM_002181907.1	PHATRDRAFT_47721
XM_002181908.1	PHATRDRAFT_47722
XM_002181909.1	PHATRDRAFT_54787
XM_002182070.1	PHATRDRAFT_38005
XM_002181910.1	PHATRDRAFT_47724
XM_002182071.1	PHATRDRAFT_47725
XM_002182072.1	PHATRDRAFT_38008
XM_002182073.1	PHATRDRAFT_38009
XM_002181911.1	PHATRDRAFT_47726
XM_002182074.1	PHATRDRAFT_47727
XM_002182075.1	PHATRDRAFT_47728
XM_002182076.1	PHATRDRAFT_21873
